Animal_Id;animal_type;animal_breed;Kennel_Number;Kennel_Status;Tag_Type;Activity_Number;Activity_Sequence;Source_Id;Census_Tract;Council_District;intake_type;Intake_Subtype;Reason;Staff_Id;intake_date;intake_time;Due_Out;intake_condition;Hold_Request;Outcome_Type;Outcome_Date;Outcome_Time;Receipt_Number;Impound_Number;Service_Request_Number;Outcome_Condition;chip_status;Animal_Origin;Additional_Information;animal_stay_days;Month;Year;;;;;;;;;;;;;;;;
A1064785;OFFSET_2;PIT;BULL;STAR;5;AVAILABLE;1;P0880718;20500;6;OWNER;SURRENDER;GENERAL;PERSNLISSU;BW;05/06/2019;00:00;17:19:00;05/06/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460126;SCAN;CHIP;OVER;THE;COUNTER;16;FY2017;NEXT_FY;;;;;;;;;;;;
A1052605;OFFSET_2;GERM;SHEPHERD;AD;80;AVAILABLE;1;P0865770;5600;4;OWNER;SURRENDER;GENERAL;BEHAVIOR;BW;05/08/2019;00:00;17:38:00;05/08/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460393;SCAN;CHIP;OVER;THE;COUNTER;14;FY2017;NEXT_FY;;;;;;;;;;;;
A1067099;OFFSET_2;PIT;BULL;LFD;14;AVAILABLE;1;P0883218;10803;3;OWNER;SURRENDER;GENERAL;HOUSING;AH;05/08/2019;00:00;17:20:00;05/08/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;MEDICAL;OTHER;00:00:00;K19-460387;SCAN;NO;CHIP;OVER;THE;COUNTER;14;FY2017;NEXT_FY;;;;;;;;;;;;
A1054861;OFFSET_2;PIT;BULL;AD;47;EU;RISK;1;P0882168;4500;1;OWNER;SURRENDER;RETURN30;HOUSING;AH;05/08/2019;00:00;13:50:00;05/08/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460358;SCAN;CHIP;OVER;THE;COUNTER;14;FY2017;NEXT_FY;;;;;;;;;;;
A1067171;OFFSET_2;LABRADOR;RETR;AD;89;AVAILABLE;1;P0883303;11001;3;OWNER;SURRENDER;GENERAL;HOUSING;CBM;05/09/2019;00:00;13:12:00;05/09/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460480;SCAN;NO;CHIP;OVER;THE;COUNTER;13;FY2017;NEXT_FY;;;;;;;;;;;
A1058802;OFFSET_2;PIT;BULL;PAWS;20;AVAILABLE;1;P0882601;8802;4;OWNER;SURRENDER;RETURN30;BEHAVIOR;AH;05/09/2019;00:00;16:56:00;05/09/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460524;SCAN;CHIP;OVER;THE;COUNTER;13;FY2017;NEXT_FY;;;;;;;;;;;;
A1067296;OFFSET_2;PIT;BULL;AD;58;AVAILABLE;1;P0883463;12500;9;OWNER;SURRENDER;GENERAL;PERSNLISSU;DL;05/10/2019;00:00;15:16:00;05/10/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460644;SCAN;NO;CHIP;OVER;THE;COUNTER;12;FY2017;NEXT_FY;;;;;;;;;;;
A1034310;OFFSET_2;LABRADOR;RETR;AD;90;AVAILABLE;A19-172049;1;P0783378;1204;2;OWNER;SURRENDER;GENERAL;BEHAVIOR;TM1736;05/10/2019;00:00;04:45:00;05/10/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460548;SCAN;CHIP;FIELD;12;FY2017;NEXT_FY;;;;;;;;;;;;;
A1065903;OFFSET_2;AUST;KELPIE;OFFICE;IMPOUNDED;A19-172305;1;P0793257;20300;7;OWNER;SURRENDER;GENERAL;MEDICAL;ER1768;05/11/2019;00:00;14:43:00;05/12/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-460775;SCAN;CHIP;FIELD;11;FY2017;NEXT_FY;;;;;;;;;;;;;;;;
A1027582;OFFSET_2;PIT;BULL;AD;5;AVAILABLE;1;P0831598;10102;6;OWNER;SURRENDER;GENERAL;NOTRIGHTFT;IF;05/11/2019;00:00;10:22:00;05/11/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460719;SCAN;CHIP;OVER;THE;COUNTER;11;FY2017;NEXT_FY;;;;;;;;;;;;
A1058717;OFFSET_2;PIT;BULL;AD;2;AVAILABLE;1;P0873303;1302;14;OWNER;SURRENDER;GENERAL;FINANCIAL;IF;05/11/2019;00:00;14:53:00;05/11/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460777;SCAN;CHIP;OVER;THE;COUNTER;11;FY2017;NEXT_FY;;;;;;;;;;;;
A1050761;OFFSET_2;AUST;OFFSET_1TLE;OFFSET_2;AD;6;AVAILABLE;1;P0865357;20500;6;OWNER;SURRENDER;GENERAL;OTHRINTAKS;DL;05/11/2019;00:00;17:05:00;05/11/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460788;SCAN;CHIP;OVER;THE;COUNTER;11;FY2017;NEXT_FY;;;;;;;;;;;
A0901301;OFFSET_2;LABRADOR;RETR;AD;60;AVAILABLE;1;P0883543;20500;6;OWNER;SURRENDER;GENERAL;FINANCIAL;IF;05/11/2019;00:00;12:38:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460737;SCAN;CHIP;OVER;THE;COUNTER;11;FY2017;NEXT_FY;;;;;;;;;;;;
A1055594;OFFSET_2;PIT;BULL;AD;27;AVAILABLE;A19-172547;1;P0514301;8802;4;OWNER;SURRENDER;GENERAL;OTHER;RV1213;05/12/2019;00:00;16:02:00;5/18/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460911;SCAN;CHIP;FIELD;10;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067466;OFFSET_2;PIT;BULL;AD;36;EU;RISK;1;P0883701;10704;6;OWNER;SURRENDER;GENERAL;HOUSING;BW;05/12/2019;00:00;14:30:00;05/12/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460878;SCAN;NO;CHIP;OVER;THE;COUNTER;10;FY2017;NEXT_FY;;;;;;;;;;
A1067478;OFFSET_2;PIT;BULL;AD;78;AVAILABLE;1;P0653328;11105;8;OWNER;SURRENDER;GENERAL;HOUSING;AH;05/12/2019;00:00;15:22:00;05/12/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-460894;SCAN;NO;CHIP;OVER;THE;COUNTER;10;FY2017;NEXT_FY;;;;;;;;;;;
A1046424;OFFSET_2;LABRADOR;RETR;AD;28;AVAILABLE;A19-172404;1;P0876125;6002;4;OWNER;SURRENDER;GENERAL;BEHAVIOR;JO1195;5/13/2019;00:00;12:51:00;5/13/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461004;SCAN;CHIP;FIELD;9;FY2017;NEXT_FY;;;;;;;;;;;;;
A1059772;OFFSET_2;GOLDEN;RETR;AD;49;AVAILABLE;A19-172404;1;P0876125;6002;4;OWNER;SURRENDER;GENERAL;BEHAVIOR;JO1195;5/13/2019;00:00;12:51:00;5/13/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461003;SCAN;CHIP;FIELD;9;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067671;OFFSET_2;DUTCH;SHEPHERD;FAM;GP;2;IMPOUNDED;1;P0883895;17102;8;OWNER;SURRENDER;GENERAL;BEHAVIOR;DL;5/14/2019;00:00;12:05:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461133;SCAN;NO;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;
A1067667;OFFSET_2;DUTCH;SHEPHERD;FAM;GP;2;IMPOUNDED;1;P0883895;17102;8;OWNER;SURRENDER;GENERAL;BEHAVIOR;DL;5/14/2019;00:00;12:05:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461129;SCAN;NO;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;
A1067670;OFFSET_2;DUTCH;SHEPHERD;FAM;GP;2;IMPOUNDED;1;P0883895;17102;8;OWNER;SURRENDER;GENERAL;BEHAVIOR;DL;5/14/2019;00:00;12:05:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461132;SCAN;NO;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;
A1066365;OFFSET_2;IBIZAN;HOUND;AD;14;AVAILABLE;1;P0883798;4500;1;OWNER;SURRENDER;RETURN30;BEHAVIOR;CBM;5/14/2019;00:00;12:53:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461141;SCAN;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1067669;OFFSET_2;DUTCH;SHEPHERD;FAM;GP;2;IMPOUNDED;1;P0883895;17102;8;OWNER;SURRENDER;GENERAL;BEHAVIOR;DL;5/14/2019;00:00;12:05:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461131;SCAN;NO;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;
A0985651;OFFSET_2;POINTER;AD;9;EU;RISK;1;P0837643;19212;11;OWNER;SURRENDER;GENERAL;PERSNLISSU;BW;5/14/2019;00:00;10:54:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461114;SCAN;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1067731;OFFSET_2;BOERBOEL;PCD;12;EU;RISK;A19-172620;1;P0883751;6700;3;OWNER;SURRENDER;GENERAL;OTHRINTAKS;TM1736;5/14/2019;00:00;20:36:00;5/15/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;RESCU;ONLY;OTHER;00:00:00;K19-461197;SCAN;NO;CHIP;FIELD;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1067668;OFFSET_2;DUTCH;SHEPHERD;FAM;GP;2;IMPOUNDED;1;P0883895;17102;8;OWNER;SURRENDER;GENERAL;BEHAVIOR;DL;5/14/2019;00:00;12:05:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461130;SCAN;NO;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;
A1049936;OFFSET_2;CHIHUAHUA;SH;STAR;5;AVAILABLE;1;P0860900;20500;6;OWNER;SURRENDER;GENERAL;HOUSING;DL;5/14/2019;00:00;14:36:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461168;SCAN;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1064477;OFFSET_2;PIT;BULL;AD;4;AVAILABLE;1;P0881691;20500;6;OWNER;SURRENDER;RETURN30;NOTRIGHTFT;AH;5/14/2019;00:00;11:11:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461118;SCAN;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1067663;OFFSET_2;DACHSHUND;STAR;5;AVAILABLE;1;P0883889;9611;13;OWNER;SURRENDER;GENERAL;PERSNLISSU;AH;5/14/2019;00:00;11:46:00;5/20/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461125;SCAN;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067666;OFFSET_2;DUTCH;SHEPHERD;FAM;GP;2;IMPOUNDED;1;P0883895;17102;8;OWNER;SURRENDER;GENERAL;BEHAVIOR;DL;5/14/2019;00:00;12:05:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;RESC;FOSTR;OTHER;00:00:00;K19-461128;SCAN;NO;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;
A1055869;OFFSET_2;LABRADOR;RETR;AD;81;AVAILABLE;1;P0869012;5400;4;OWNER;SURRENDER;GENERAL;BEHAVIOR;CBM;5/14/2019;00:00;15:22:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461177;SCAN;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1064059;OFFSET_2;PIT;BULL;AD;44;AVAILABLE;1;P0880266;20500;6;OWNER;SURRENDER;RETURN30;NOTRIGHTFT;DL;5/14/2019;00:00;14:58:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461173;SCAN;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1062898;OFFSET_2;LABRADOR;RETR;PAWS;3;AVAILABLE;A19-172600;1;P0878529;12207;7;OWNER;SURRENDER;GENERAL;OTHER;JO1195;5/14/2019;00:00;13:24:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461151;SCAN;CHIP;FIELD;8;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067732;OFFSET_2;GREAT;DANE;AD;62;AVAILABLE;A19-172620;1;P0883751;6700;3;OWNER;SURRENDER;GENERAL;OTHRINTAKS;TM1736;5/14/2019;00:00;20:36:00;5/14/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461198;SCAN;CHIP;FIELD;8;FY2017;NEXT_FY;;;;;;;;;;;;;
A0994331;OFFSET_2;PIT;BULL;AD;11;AVAILABLE;1;P0585220;6302;1;OWNER;SURRENDER;GENERAL;PERSNLISSU;AH;5/14/2019;00:00;16:11:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461181;SCAN;CHIP;OVER;THE;COUNTER;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1067729;OFFSET_2;PIT;BULL;AD;18;AVAILABLE;A19-173067;1;P0883960;9104;5;OWNER;SURRENDER;GENERAL;NOTRIGHTFT;VD1770;5/14/2019;00:00;20:29:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461196;SCAN;NO;CHIP;FIELD;8;FY2017;NEXT_FY;;;;;;;;;;;;
A1067707;OFFSET_2;PIT;BULL;AD;30;EU;RISK;A19-172868;1;P0883832;10902;8;OWNER;SURRENDER;GENERAL;NOTRIGHTFT;MM1701;5/14/2019;00:00;17:19:00;5/14/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461186;SCAN;NO;CHIP;FIELD;8;FY2017;NEXT_FY;;;;;;;;;;;
A1067787;OFFSET_2;LABRADOR;RETR;PSOFFSET_2;13;AVAILABLE;1;P0884004;601;2;OWNER;SURRENDER;GENERAL;HOUSING;BW;5/15/2019;00:00;12:19:00;5/16/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461281;SCAN;CHIP;OVER;THE;COUNTER;7;FY2017;NEXT_FY;;;;;;;;;;;;
A1067741;OFFSET_2;PIT;BULL;AD;51;AVAILABLE;A19-173009;1;P0806526;5500;4;OWNER;SURRENDER;GENERAL;OTHRINTAKS;TM1736;5/15/2019;00:00;06:02:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461215;SCAN;NO;CHIP;FIELD;7;FY2017;NEXT_FY;;;;;;;;;;;;
A1054805;OFFSET_2;LABRADOR;RETR;AD;73;AVAILABLE;1;P0868685;16701;8;OWNER;SURRENDER;GENERAL;BEHAVIOR;CBM;5/15/2019;00:00;11:46:00;5/15/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461270;SCAN;CHIP;OVER;THE;COUNTER;7;FY2017;NEXT_FY;;;;;;;;;;;;
A1067737;OFFSET_2;PIT;BULL;AD;74;AVAILABLE;A19-173078;1;P0778947;4100;4;OWNER;SURRENDER;GENERAL;OTHRINTAKS;TM1736;5/15/2019;00:00;00:13:00;5/15/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461204;SCAN;NO;CHIP;FIELD;7;FY2017;NEXT_FY;;;;;;;;;;;;
A1053378;OFFSET_2;PIT;BULL;PAWS;12;AVAILABLE;1;P0884005;20500;6;OWNER;SURRENDER;GENERAL;HOUSING;CBM;5/15/2019;00:00;12:25:00;5/16/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461280;SCAN;CHIP;OVER;THE;COUNTER;7;FY2017;NEXT_FY;;;;;;;;;;;;
A1067855;OFFSET_2;SCHNAUZER;MIN;INJD;14;AVAILABLE;A19-173332;1;P0884062;2000;1;OWNER;SURRENDER;GENERAL;MEDICAL;RK1765;5/15/2019;00:00;18:40:00;5/15/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;RESCU;ONLY;OTHER;00:00:00;K19-461358;SCAN;NO;CHIP;FIELD;CC;12/IC;20;7;FY2017;NEXT_FY;;;;;;;;;
A1067785;OFFSET_2;YORKSHIRE;TERR;PSOFFSET_2;13;AVAILABLE;1;P0884004;601;2;OWNER;SURRENDER;GENERAL;HOUSING;BW;5/15/2019;00:00;12:19:00;5/15/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461278;SCAN;NO;CHIP;OVER;THE;COUNTER;7;FY2017;NEXT_FY;;;;;;;;;;;
A0894843;OFFSET_2;AMERICAN;STAFF;AD;26;AVAILABLE;A19-173464;1;P0855472;1101;14;OWNER;SURRENDER;GENERAL;FINANCIAL;JO1195;5/16/2019;00:00;16:42:00;5/16/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461480;SCAN;CHIP;FIELD;6;FY2017;NEXT_FY;;;;;;;;;;;;;
A1067957;OFFSET_2;LABRADOR;RETR;AD;29;AVAILABLE;A19-173429;1;P0866690;8703;4;OWNER;SURRENDER;GENERAL;MEDICAL;MM1748;5/16/2019;00:00;17:04:00;5/16/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461482;SCAN;CHIP;FIELD;6;FY2017;NEXT_FY;;;;;;;;;;;;;
A1060975;OFFSET_2;PIT;BULL;AD;31;AVAILABLE;1;P0880552;20500;6;OWNER;SURRENDER;GENERAL;NOTRIGHTFT;IF;5/16/2019;00:00;17:39:00;5/16/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461486;SCAN;CHIP;OVER;THE;COUNTER;6;FY2017;NEXT_FY;;;;;;;;;;;;
A1062256;OFFSET_2;GERM;SHEPHERD;AD;45;AVAILABLE;1;P0879084;7825;10;OWNER;SURRENDER;GENERAL;HOUSING;BW;5/16/2019;00:00;10:55:00;5/16/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461421;SCAN;CHIP;OVER;THE;COUNTER;6;FY2017;NEXT_FY;;;;;;;;;;;;
A1067958;OFFSET_2;LABRADOR;RETR;AD;29;AVAILABLE;A19-173429;1;P0866690;8703;4;OWNER;SURRENDER;GENERAL;MEDICAL;MM1748;5/16/2019;00:00;17:04:00;5/16/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461483;SCAN;CHIP;FIELD;6;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068004;OFFSET_2;PIT;BULL;LFD;33;AVAILABLE;A19-173594;1;P0884222;11200;4;OWNER;SURRENDER;GENERAL;NOTRIGHTFT;DT1757;5/17/2019;00:00;13:31:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461551;SCAN;NO;CHIP;FIELD;LFD34;-;DC9;5;FY2017;NEXT_FY;;;;;;;;;
A1015778;OFFSET_2;PIT;BULL;LFD;32;AVAILABLE;A19-173544;1;P0818695;17102;8;OWNER;SURRENDER;GENERAL;OTHER;JO1195;5/17/2019;00:00;10:12:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461519;SCAN;CHIP;FIELD;5;FY2017;NEXT_FY;;;;;;;;;;;;;
A1064626;OFFSET_2;LABRADOR;RETR;LFD;76;AVAILABLE;1;P0714389;13615;11;OWNER;SURRENDER;RETURN30;NOTRIGHTFT;DL;5/17/2019;00:00;18:00:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461613;SCAN;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;;;
A1067991;OFFSET_2;PIT;BULL;LFD;45;AVAILABLE;A19-173566;1;P0884196;10101;6;OWNER;SURRENDER;GENERAL;NOTRIGHTFT;JAS1719;5/17/2019;00:00;11:25:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461526;SCAN;NO;CHIP;FIELD;LFD45;-;DC14;5;FY2017;NEXT_FY;;;;;;;;;
A1068050;OFFSET_2;PIT;BULL;LFD;31;AVAILABLE;A19-173630;1;P0884254;11401;8;OWNER;SURRENDER;GENERAL;OTHER;MM1759;5/17/2019;00:00;16:10:00;5/21/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461599;SCAN;NO;CHIP;FIELD;LFD31;-;DC26;5;FY2017;NEXT_FY;;;;;;;;;
A1068053;OFFSET_2;AUST;OFFSET_1TLE;OFFSET_2;LFD;30;AVAILABLE;1;P0551274;5300;1;OWNER;SURRENDER;GENERAL;PERSNLISSU;DL;5/17/2019;00:00;16:31:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461602;SCAN;NO;CHIP;OVER;THE;COUNTER;ID11A;-;DC21;5;FY2017;NEXT_FY;;;;;;;
A1041282;OFFSET_2;PIT;BULL;LFD;41;AVAILABLE;1;P0849044;18505;10;OWNER;SURRENDER;GENERAL;HOUSING;CBM;5/17/2019;00:00;11:04:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461521;SCAN;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;;;
A1068061;OFFSET_2;GERM;SHEPHERD;PCD;4;PRE-LAB;A19-173546;1;P0884184;9105;5;OWNER;SURRENDER;GENERAL;BEHAVIOR;ER1768;5/17/2019;00:00;17:14:00;5/18/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461611;SCAN;CHIP;FIELD;5;FY2017;NEXT_FY;;;;;;;;;;;;;
A1032849;OFFSET_2;LABRADOR;RETR;LFD;41;IMPOUNDED;1;P0849044;18505;10;OWNER;SURRENDER;GENERAL;HOUSING;CBM;5/17/2019;00:00;11:04:00;5/23/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;HOLD;NOTIFY;OTHER;00:00:00;K19-461523;SCAN;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;;;
A1059487;OFFSET_2;PIT;BULL;LFD;42;AVAILABLE;1;P0873849;4300;6;OWNER;SURRENDER;GENERAL;HOUSING;IF;5/17/2019;00:00;14:18:00;5/17/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461567;SCAN;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;;;
A1060799;OFFSET_2;PIT;BULL;QD;13;UNAVAILABLE;A19-173698;1;P0880794;20500;6;OWNER;SURRENDER;QUARANTINE;BEHAVIOR;IF;5/17/2019;00:00;18:53:00;5/26/2019;00:00;UNHEALTHY;UNTREATABLE;NON-CONTAGIOUS;QUARANTINE;OTHER;00:00:00;K19-461616;SCAN;CHIP;OVER;THE;COUNTER;5;FY2017;NEXT_FY;;;;;;;;;;;;
A1059001;OFFSET_2;PIT;BULL;LFD;60;AVAILABLE;1;P0692285;405;2;OWNER;SURRENDER;GENERAL;HOUSING;CBM;5/18/2019;00:00;12:40:00;5/18/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461698;SCAN;CHIP;OVER;THE;COUNTER;4;FY2017;NEXT_FY;;;;;;;;;;;;
A1067061;OFFSET_2;GERM;SHEPHERD;LFD;84;AVAILABLE;1;P0883938;20500;6;OWNER;SURRENDER;RETURN30;MEDICAL;DL;5/18/2019;00:00;11:12:00;5/18/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461673;SCAN;CHIP;OVER;THE;COUNTER;4;FY2017;NEXT_FY;;;;;;;;;;;;
A1068130;OFFSET_2;SHIH;TZU;STAR;5;AVAILABLE;1;P0884356;9605;6;OWNER;SURRENDER;GENERAL;HOUSING;DL;5/18/2019;00:00;12:17:00;5/18/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-461695;SCAN;NO;CHIP;OVER;THE;COUNTER;LFSD2;-;CC18;4;FY2017;NEXT_FY;;;;;;;;
A1068192;OFFSET_2;GERM;SHEPHERD;NMOMS;3;IMPOUNDED;A19-173756;1;P0884440;5901;4;OWNER;SURRENDER;GENERAL;FINANCIAL;DA1761;5/18/2019;00:00;19:21:00;5/18/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-461762;UNABLE;TO;SCAN;FIELD;4;FY2017;NEXT_FY;;;;;;;;;;;;;;
